l,m,C,S
44,27,1.0058227481795854e-51,-8.139163135228236e-52
44,28,-1.391553038309387e-54,4.1580667001732826e-53
44,29,-1.564300177532882e-54,1.188929212962353e-54
44,30,3.2404082646288604e-56,1.364709680934738e-56
44,31,-1.042445566990211e-58,5.692513793694858e-58
44,32,-2.7340578552417953e-59,1.140133371733969e-59
44,33,-1.1617718615457638e-60,-6.983091211306133e-62
44,34,-2.578756032685493e-62,4.49509074420073e-62
44,35,-2.0203939371637126e-63,-7.826243342527653e-64
44,36,2.539779627975197e-65,-7.838536999286318e-65
44,37,4.283219519935189e-66,2.6509491682582587e-66
44,38,5.767229572467148e-68,-1.007136685154792e-67
44,39,4.6100755136014526e-69,2.3851409252931185e-69
44,40,-1.3847111305163496e-70,2.369561645544054e-70
44,41,6.250837826844542e-72,-2.7525239471499713e-72
44,42,-8.996509310635344e-74,-1.0778998781570584e-73
44,43,1.985778278890085e-74,-2.7708213037728035e-74
44,44,2.7661177189290446e-75,-1.6695337389057206e-75
45,0,-3.1026775214767296e-08,0.0
45,1,1.0120496551429602e-09,-1.3644179321776888e-09
45,2,1.3410767528204483e-11,-2.1551534755888445e-11
45,3,-1.926612375312494e-13,-8.528294807676695e-13
45,4,1.0753956615431615e-15,-8.230067111476358e-15
45,5,7.866871681456499e-17,-1.0186223025930886e-16
45,6,-9.626403115774906e-18,-1.3101740954847398e-18
45,7,1.8054408833357838e-20,1.1835768093985126e-19
45,8,-1.5449988935882848e-21,7.346419439465933e-22
45,9,1.4312058582446806e-22,-1.107243550603313e-22
45,10,-6.913066276088622e-25,-5.845048812390725e-25
45,11,3.728591745255805e-27,-2.484840132034972e-26
45,12,-7.766518107429526e-28,-3.1072004949885862e-28
45,13,-1.1425486505428855e-29,-4.392330249549487e-30
45,14,1.4954296930146632e-31,-3.7444401018549706e-31
45,15,-9.257109982381503e-33,-5.560020810342551e-34
45,16,3.51123462257969e-34,6.275165771757172e-35
45,17,3.7354691355132444e-36,-2.2387506411010014e-36
45,18,3.8098889032766963e-38,-1.654751440800011e-37
45,19,-3.622920094119296e-39,-1.7631912653326967e-39
45,20,9.270123941471556e-41,6.14310712544198e-41
45,21,-1.5264134999702144e-42,-4.784331078095491e-43
45,22,3.5792472226685814e-44,5.142928550236317e-44
45,23,8.189879067427682e-46,1.1906216204495603e-45
45,24,-7.834163524934023e-47,3.351794377680923e-47
45,25,1.700662848554508e-48,-7.509787100208499e-49
45,26,-6.903304874629801e-51,3.177920817293078e-50
45,27,-9.023148864287457e-52,3.733853857761046e-53
45,28,2.3059852096577996e-53,-4.868311741887515e-55
45,29,-8.657543951681453e-55,-3.391551493917395e-55
45,30,-5.521125812579592e-57,-2.7084125103004785e-57
45,31,-9.743503004309917e-59,-5.592473827712811e-58
45,32,-1.6259182949319782e-60,-8.106585515506396e-60
45,33,-1.699049795083548e-61,-2.0926781453179157e-61
45,34,-7.068858003649789e-63,1.5626402977869887e-62
45,35,-6.609534874349841e-64,7.971621047732403e-64
45,36,-3.0087653238954485e-65,2.4487590370361573e-65
45,37,-7.464244457289283e-67,5.441589124203795e-67
45,38,-2.1903362950341344e-68,1.9479181308144654e-68
45,39,-4.006924128018127e-70,-1.5071473852121615e-69
45,40,3.046237512022624e-71,-3.2796031292852684e-71
45,41,4.1369822910846274e-73,2.977539880312363e-73
45,42,-3.3726764864851268e-74,-2.5020243416713795e-73
45,43,6.065422805747469e-75,1.4777051380138392e-75
45,44,1.185086305603148e-75,3.265057617081121e-76
45,45,-5.546933726321712e-78,5.7577732917227875e-78
46,0,-2.997124662370073e-08,0.0
46,1,5.165396238939151e-10,-6.711579190692433e-11
46,2,3.226036071448797e-11,1.987438473106523e-11
46,3,-2.329965622156639e-13,-2.0052090975202258e-14
46,4,3.215598900317206e-15,-2.0688240042482807e-14
46,5,-2.0440901421135357e-16,-6.645408239702875e-16
46,6,-6.145628045677789e-18,-3.2717831283787673e-18
46,7,1.6370242085273852e-19,-2.601275551507437e-19
46,8,-1.2632968021779841e-23,2.783718589356722e-21
46,9,1.2138451757568814e-22,7.387918302006488e-23
46,10,9.392299593941756e-25,-4.104955003830609e-25
46,11,-1.883910891413751e-26,-2.847666729239298e-26
46,12,-3.5160993844637225e-28,-1.568175177412399e-29
46,13,-1.8137546853454328e-29,-1.1700291604932328e-29
46,14,1.874832750934076e-32,-5.5270009519284735e-33
46,15,-9.175115627028001e-33,-1.3601845759614301e-33
46,16,8.22156717677467e-35,1.8524806287230355e-34
46,17,-4.369721870762807e-36,6.781704116067047e-37
46,18,6.345332822817712e-38,-9.771955426867415e-38
46,19,-4.10337402922969e-40,-1.3149127144574103e-39
46,20,-3.387143692049106e-41,-4.617023406587889e-41
46,21,-1.6229708622875953e-42,8.716889692895173e-43
46,22,4.707097670174007e-44,1.0571295806127406e-44
46,23,4.852586083991912e-46,5.785919257490756e-46
46,24,-1.419135853057428e-47,2.5730305722740347e-48
46,25,4.053122976721535e-49,-7.681736200856088e-49
46,26,1.1592581406223616e-50,3.18428777515953e-50
46,27,-1.8354932642185298e-52,-1.8910138403265271e-53
46,28,-1.2508698765704873e-54,-9.487664112019341e-54
46,29,-1.2869771906259897e-55,-1.6573331005734545e-55
46,30,-7.180446287214827e-57,-1.0189739498014122e-56
46,31,-7.650835360955263e-59,-5.1922761407602825e-59
46,32,-1.571913316947769e-61,-4.438097194136203e-60
46,33,5.664915055409263e-61,1.4502758162553764e-62
46,34,-1.8186843932243267e-63,3.4212900252307357e-63
46,35,-2.107684207279738e-64,4.9854995187462345e-65
46,36,-1.23818336063707e-66,-2.368751808617237e-66
46,37,-1.7123916198349784e-67,2.5156019902415306e-67
46,38,-8.454282453418102e-69,-2.9767394478498744e-69
46,39,4.1478527690981335e-70,-1.2083680339062485e-71
46,40,3.831891617472517e-73,-2.5403091070624534e-72
46,41,-1.6525566155009037e-74,-6.410756363310812e-73
46,42,5.608217639598947e-75,3.351776549334116e-74
46,43,-7.01643748586775e-76,3.1367004309869e-75
46,44,4.481545587775046e-77,-4.811787487427382e-77
46,45,-1.16867320245489e-78,5.834726475760545e-78
46,46,3.400100018281294e-80,-3.177283442236478e-79
47,0,9.126675503213567e-09,0.0
47,1,-2.0096983405070297e-09,-3.7473501846376434e-10
47,2,2.6614971018082216e-11,-1.6702802173492884e-11
47,3,1.4139303303447544e-13,3.1133001261745637e-13
47,4,1.5258437785636137e-15,-4.73148507454639e-15
47,5,-1.0199996222429559e-16,-1.3389130046692485e-16
47,6,3.708164245798116e-18,-5.080343347920063e-18
47,7,1.1183765991243003e-20,-6.300039554970395e-20
47,8,3.5641101435687964e-21,-3.729335698496128e-22
47,9,-1.009968556628136e-23,3.803315607981324e-23
47,10,1.0159321134723632e-24,9.83782537402742e-25
47,11,2.4572231900278864e-27,-2.0449093780418977e-26
47,12,1.2812751452568532e-27,2.334433634765388e-28
47,13,-6.33738623649497e-30,-1.8807994484813516e-30
47,14,6.040029267421269e-32,2.7033293294088207e-32
47,15,-2.5920783867107004e-33,7.220890949673956e-34
47,16,-2.0773688608793802e-35,-3.931154569831987e-35
47,17,-1.3112518378091154e-36,1.5749246390307158e-36
47,18,-2.7210155745921216e-38,1.1127876810903675e-37
47,19,7.71906669680053e-40,1.1779451649740204e-39
47,20,-7.724975900884715e-41,1.1776887077916804e-41
47,21,-9.973003083752996e-43,-1.3965500504780738e-43
47,22,-3.1712460397313103e-44,-2.070671328871125e-45
47,23,3.2196689935246425e-46,6.618859924381121e-47
47,24,-1.3941192132108592e-48,-3.600425450160681e-48
47,25,-1.290502977448734e-49,-5.387390766351818e-49
47,26,1.2184617875064532e-50,1.9565677560138755e-51
47,27,-2.186387784337193e-52,-5.564621790154051e-53
47,28,1.671883889097732e-54,-5.788874033359668e-54
47,29,1.3715164863524847e-55,1.6161145788508736e-56
47,30,-2.089864081497086e-57,1.7674378188712677e-57
47,31,1.411124100947847e-59,3.1977578045521925e-59
47,32,-8.309408587611337e-61,-3.1814458084664325e-61
47,33,-7.446151624007015e-62,4.827147067188486e-62
47,34,4.27541322414437e-64,1.3257226147006224e-63
47,35,-1.1549341177190747e-64,-9.705545856204064e-67
47,36,3.177441568844461e-66,-1.9661096131136223e-66
47,37,1.163365477179363e-67,1.507108450274159e-68
47,38,2.196610015769646e-70,7.957018335695156e-70
47,39,-2.3074519361016388e-71,1.5718224332520935e-70
47,40,-5.878114156078444e-72,5.325306835016759e-72
47,41,-9.132017913358097e-74,1.2344287362584197e-73
47,42,-2.2306360666337448e-75,-6.936588371322886e-75
47,43,8.56915485676049e-77,2.0937668929490493e-76
47,44,-8.511099717823867e-78,2.9641284643460834e-77
47,45,1.0897712891780205e-78,5.970886887496654e-79
47,46,-8.45567470435013e-81,-5.3594247935021185e-80
47,47,3.5660573204546824e-81,-8.158777211750485e-81
48,0,3.4634040164294346e-08,0.0
48,1,4.0961811070647297e-10,9.931556143681983e-10
48,2,2.795642601361618e-11,1.7145593673709628e-11
48,3,-1.5073184686864018e-13,4.060636801001735e-13
48,4,1.0434264496920022e-15,-4.302453683408459e-16
48,5,3.4185392338649433e-16,-1.1118386164148098e-16
48,6,6.420602362318344e-18,8.779023678356432e-18
48,7,-3.652605890747451e-20,3.2162946703234496e-20
48,8,4.927513759678493e-22,1.880213446208497e-21
48,9,-1.4726512027805013e-23,3.7862593249703834e-23
48,10,-4.544627372289388e-26,3.2779761359126836e-25
48,11,4.853430423860857e-27,5.60155151006267e-27
48,12,1.0268285956507157e-29,-2.601186053348882e-28
48,13,3.437097220763228e-30,-4.704550717182643e-31
48,14,-2.6683395306827263e-32,-2.8066244770508757e-33
48,15,3.874246254676098e-33,1.528235682639048e-33
48,16,-1.0064388671069703e-35,3.2100032320559113e-35
48,17,4.2505594171232954e-37,1.5131971967177346e-36
48,18,-6.655768340497535e-39,1.0782718574439666e-38
48,19,-2.591465172292612e-40,9.708658643006857e-40
48,20,-2.323813426530686e-41,2.265028685656731e-41
48,21,1.7083109225016906e-43,-3.171085250433279e-43
48,22,-1.7094429327221293e-44,7.158663486560923e-45
48,23,-1.412791152788588e-46,-2.1156642164055874e-47
48,24,-6.754395499912061e-48,-1.4899166945512547e-48
48,25,-1.3071420747501244e-49,5.920030456991394e-50
48,26,-5.391624446647302e-52,-5.434527378537527e-51
48,27,-1.6934650085670285e-52,1.0532505958107287e-52
48,28,1.5470881744359418e-55,-3.935239899963939e-54
48,29,2.934701314185224e-56,-7.572492410408353e-56
48,30,-3.6689066443779776e-58,-3.0579039080703262e-58
48,31,-5.76976516493908e-60,-2.6900790766453738e-59
48,32,8.116779974335365e-61,-5.010096629657089e-61
48,33,1.2249127641417484e-62,1.0629614199949637e-62
48,34,7.2202190124484484e-65,1.397427872050824e-63
48,35,-2.832253286940238e-65,5.232185002388428e-66
48,36,-7.421450079237926e-67,-1.1851568163791201e-67
48,37,-8.326995308853122e-69,-2.6205104402915283e-68
48,38,-1.5242795499078637e-69,-2.07023905548375e-70
48,39,2.5578931817482213e-71,-4.4399345436550174e-71
48,40,1.6896996552126407e-73,9.556399963970304e-73
48,41,-1.9572558531236825e-74,-7.634263727533159e-74
48,42,7.285647742127708e-76,6.742480986733189e-76
48,43,5.0031319519108116e-77,6.890115779259792e-77
48,44,9.714404983875445e-80,-5.90520168977692e-80
48,45,1.861023705098932e-79,1.4879447224196002e-79
48,46,-5.870226698919638e-81,1.667747806364592e-80
48,47,5.031796576786998e-82,5.343992086944663e-82
48,48,7.79868319463712e-83,-2.9207611294759843e-83
49,0,2.0410525852282828e-09,0.0
49,1,1.8887405605803345e-09,-5.402368855282042e-10
49,2,-2.0097669737832946e-12,5.687252934193993e-12
49,3,9.225131149354581e-14,1.9598001706422684e-13
49,4,1.6599150093767088e-15,1.8864098269112705e-14
49,5,5.271228034230301e-17,7.364947139476101e-17
49,6,-8.580867824783551e-19,1.621279585117455e-18
49,7,6.415006188429271e-20,9.730003382232887e-20
49,8,1.0355491451571674e-22,1.2595960311761981e-21
49,9,6.149244476177127e-25,4.403951394111478e-23
49,10,-1.2499298753112953e-24,-2.0097447134245269e-25
49,11,2.0275318199053796e-26,1.4013934533115572e-26
49,12,-2.2253411928900795e-28,-2.2509564744088275e-28
49,13,6.013271265419423e-30,9.607523363796554e-30
49,14,1.3650810069802495e-32,-4.962490206660302e-32
49,15,-9.9992519929548e-34,4.191266743929686e-34
49,16,-7.30689308230938e-37,-9.710528065182265e-35
49,17,-4.935412660975561e-37,-3.530457928780265e-37
49,18,-1.5322191899814986e-38,-2.0779995462788934e-38
49,19,-3.16176252936531e-40,7.587966342168919e-41
49,20,1.7328422314268076e-41,-2.5684601781945264e-43
49,21,-1.5000754658684592e-43,-3.3378682884162958e-43
49,22,-1.0579242592690747e-46,6.064160427501921e-45
49,23,7.586768333069896e-47,-4.1261081487038775e-48
49,24,3.1838513939389544e-48,1.0483637693350185e-48
49,25,-1.0110004215619936e-49,1.1120015368506225e-49
49,26,-3.8097943911767486e-51,-6.3168730754807174e-52
49,27,-4.286266723835013e-53,2.7952245871999383e-53
49,28,-9.961039697133871e-55,-2.951037649793552e-54
49,29,-1.2119119894003756e-57,-1.0191299972220067e-56
49,30,5.3942666745441726e-58,6.062121652760488e-58
49,31,-2.2511785931027054e-60,-2.6719142686507517e-59
49,32,1.8503983953045374e-61,-6.538029570020997e-61
49,33,7.790179682377687e-63,-3.643148057252658e-63
49,34,3.680505544564126e-64,8.299281838149004e-65
49,35,7.395627732483046e-66,1.2791349917875143e-65
49,36,-3.066622853094917e-67,1.4884204356072652e-67
49,37,-3.542565821608589e-69,2.5044384066402456e-69
49,38,1.7571367701202762e-70,-1.2572925330914977e-70
49,39,3.74092430533646e-72,3.2297117795828426e-72
49,40,-2.1645420168956895e-73,1.041256503027932e-73
49,41,-5.401232012959679e-75,-5.514366127787035e-75
49,42,-2.4627262124978223e-76,-4.2109131599557445e-77
49,43,1.865595630044292e-77,-2.488554285441504e-77
49,44,8.261702790328749e-79,1.1308663244682012e-78
49,45,7.691325004627316e-81,-7.19852841713251e-81
49,46,8.317636695611374e-82,1.545521223690302e-82
49,47,6.481189753870818e-83,2.6678369601851303e-83
49,48,-2.2644742892219084e-84,1.238680485901373e-84
49,49,3.697426193427894e-85,4.1524634212888494e-85
50,0,-4.868292349459534e-08,0.0
50,1,9.872856125271562e-10,8.601809317430957e-11
50,2,-4.4928383983457394e-11,-9.103807050292696e-12
50,3,-1.0092485458713991e-14,-5.778292233737261e-14
50,4,-1.836656954462423e-14,7.845143173508322e-16
50,5,2.6945807966866034e-18,-1.1983166447307532e-16
50,6,-2.888235744168818e-19,2.754915858779101e-18
50,7,3.662624865866146e-20,5.3735752611024076e-20
50,8,-1.2934221733460759e-21,-7.944112949865942e-23
50,9,-1.5756622079157604e-23,1.8593141180739927e-23
50,10,-3.863011552372805e-25,-2.923531259796852e-25
50,11,-6.36184424273871e-27,4.8551334902788094e-27
50,12,-3.195170340392174e-28,2.9357871555044482e-28
50,13,-1.1265940296162347e-30,-6.644458881425295e-32
50,14,-6.030651169771804e-32,8.086983274750129e-32
50,15,-1.6610515386647143e-33,-1.4812707556704113e-34
50,16,-2.730406945314433e-35,-5.515052001107511e-35
50,17,1.4982829830718013e-37,-6.554011732843244e-37
50,18,9.057894069221276e-39,-1.7790996419095535e-38
50,19,5.83196761686463e-41,4.763682564925256e-41
50,20,3.6498222240044156e-42,-4.544990239931638e-42
50,21,-1.3224436918502013e-44,-2.0388326972994893e-44
50,22,1.09245349625423e-45,-5.705307953577622e-46
50,23,-4.3664533375419824e-47,-1.2079099655158164e-46
50,24,4.619891679240874e-48,-3.3832314966166298e-49
50,25,5.359357513944087e-50,2.9436306558277886e-50
50,26,-2.2591791661565066e-51,-4.911375689682548e-52
50,27,3.5491919581393075e-53,-1.970539934311263e-53
50,28,-1.76960891998544e-55,9.682075692917093e-55
50,29,1.7762149333792873e-56,5.27701574104377e-57
50,30,3.347071961621338e-58,5.781056981807957e-58
50,31,-5.874887340559333e-60,1.2004141474591707e-59
50,32,-1.3555321410524523e-61,5.896155389505257e-62
50,33,-4.230961252307084e-63,-3.8026377692632355e-63
50,34,-5.677608071273941e-65,-5.2143788697499596e-65
50,35,2.2241055674801375e-66,1.5884860165687557e-67
50,36,-5.137845094052316e-69,1.7559943101509448e-68
50,37,-8.823852524628765e-70,-7.908983838523916e-70
50,38,-2.5636010127622538e-71,-1.2758957341256166e-70
50,39,-3.764139866519966e-72,5.952155435465152e-72
50,40,4.861373218819451e-74,1.1788907937251284e-73
50,41,-4.658738303102473e-75,-4.2753394930298705e-75
50,42,1.395219525742882e-76,-1.0094724899614642e-76
50,43,1.0536560590303732e-80,-1.4951161381199663e-78
50,44,3.304807820651113e-80,-3.029892943410166e-80
50,45,-4.293187195571119e-81,8.60499906175839e-81
50,46,-4.0196643548607134e-82,1.5284452501267862e-82
50,47,-2.1623030297510967e-83,-4.03899968656151e-83
50,48,1.7790988023804767e-85,1.439294208911678e-85
50,49,3.235833016743655e-86,-7.050674698013899e-86
50,50,6.669058503033025e-87,3.739911366274263e-87
