l,m,C,S
44,26,-2.160257164936214e-48,-1.0971391038285671e-48
44,27,-3.1886031374437506e-50,3.1925497698814496e-50
44,28,1.085849380369473e-51,-3.8108431435178e-52
44,29,1.1129071899501261e-53,-5.5718702036941566e-55
44,30,2.0124080816687625e-54,-1.810307571996147e-54
44,31,2.1057166863655852e-56,-1.0792725204112131e-56
44,32,-2.2262096311761764e-58,1.6801063926569906e-57
44,33,-8.045135859551036e-59,-5.714171968298671e-59
44,34,-2.8800219852971888e-61,-1.3125901689368188e-60
44,35,-2.2505748065234763e-62,-1.5084056454581928e-62
44,36,3.0981703307606905e-63,2.3554157400704254e-64
44,37,9.447851651427988e-65,-6.416127803622131e-65
44,38,-3.156894166325566e-66,-2.95914181445762e-67
44,39,-7.093006822880956e-68,3.4599708798222976e-68
44,40,-3.3729469304298454e-69,4.712310956626213e-69
44,41,5.704454568387571e-70,-2.446052322051014e-70
44,42,-1.3206869635836127e-71,-2.2210477439642533e-71
44,43,-1.565717206231113e-72,-3.027894246480306e-72
44,44,2.855886374533791e-74,-2.3842167587466144e-74
45,0,1.076374924708865e-06,0.0
45,1,-2.9658679049858094e-08,7.442771934626036e-08
45,2,1.1660795958772785e-09,9.669606774248867e-10
45,3,-2.1763673239956806e-11,1.7186995296564055e-11
45,4,1.9791113292658225e-13,-1.542269318667375e-13
45,5,-3.0954268374288634e-15,3.166676585421758e-14
45,6,-3.5897586581884573e-16,6.392849468672839e-17
45,7,4.448084417697843e-18,3.3975272053736082e-18
45,8,-9.686854216652406e-20,1.1592722894095343e-19
45,9,4.827704615042829e-21,-2.4275615605294927e-23
45,10,-4.5174850429215355e-23,5.987311755044897e-23
45,11,1.4491444363481844e-24,4.250857124732536e-25
45,12,-2.8927218133009536e-26,-1.716008585348217e-26
45,13,-4.377380010954511e-28,-1.3983818046403254e-27
45,14,1.3330648349382434e-29,1.6689418199765648e-29
45,15,-5.300224385745511e-32,-1.4751437216518045e-31
45,16,-9.153277974119908e-33,-8.260715924595939e-33
45,17,3.761120882568299e-36,-1.0273608878898856e-35
45,18,-8.07660899225146e-36,-9.031659077967684e-36
45,19,2.0564599798827556e-37,1.086308169576998e-37
45,20,2.5375554798672393e-39,4.3232348094026004e-39
45,21,6.720477140463271e-41,-8.072926371003636e-42
45,22,1.7639087636837615e-42,-6.878052453006895e-43
45,23,5.747952513763238e-44,-8.807448575123673e-45
45,24,6.267205798513221e-46,-1.2262445149879112e-46
45,25,-7.8466835638554665e-47,-1.3883854702786726e-47
45,26,-6.089344674416024e-49,-2.332467958045067e-49
45,27,1.205876424287823e-50,3.3231484883067365e-51
45,28,-1.2210274294101998e-52,-1.7611721342574053e-53
45,29,1.0390694493265151e-53,-7.839826598684954e-54
45,30,7.237881819680702e-56,-3.880247185842777e-56
45,31,-1.1695178843863985e-56,-7.706042377753053e-58
45,32,-1.2173931125909695e-58,-1.8092303708916065e-58
45,33,9.304034696969823e-60,7.831611793538231e-60
45,34,2.2319913140410816e-61,5.301094019592121e-61
45,35,2.2244781746432185e-62,8.062242969985043e-63
45,36,-7.408563962349792e-64,6.956936609036943e-64
45,37,7.87247922619142e-66,-1.3176399582047075e-66
45,38,-6.995393905533717e-67,3.81234628211629e-67
45,39,-6.069517691414861e-68,-1.5607096104465333e-68
45,40,1.0665957273400552e-69,1.3219590394286122e-69
45,41,-3.434244557369993e-71,-8.26840457801123e-72
45,42,-4.939671012744586e-72,3.081542522984319e-72
45,43,2.5809296976545586e-73,-2.7123929016216206e-73
45,44,2.837445541209369e-76,1.3015077964375882e-74
45,45,-3.510943356358869e-76,6.409912984167852e-76
46,0,-3.2143105642606596e-06,0.0
46,1,-2.8014692839949225e-08,-2.601676596207563e-08
46,2,-4.1890757474182975e-10,1.7467913494013762e-10
46,3,-1.7580282042990674e-11,-4.160446750674125e-11
46,4,2.551438986420454e-13,6.211041910112939e-13
46,5,-8.126148561499904e-15,-1.0955201610055006e-14
46,6,8.479145001986692e-17,-1.303841626122835e-16
46,7,4.292317989756433e-18,-1.0004471873227456e-17
46,8,1.0533296977573045e-19,3.516389936111836e-20
46,9,-1.1325825686024526e-21,-5.960797026641257e-21
46,10,1.2416861277167107e-24,1.2760981358537324e-23
46,11,-1.7636343620870513e-24,1.4110059569274614e-24
46,12,-1.9448711832525975e-26,-2.6629000431981993e-26
46,13,5.601049382541474e-28,-6.051208787253582e-29
46,14,8.710034747941045e-30,-1.315477949684688e-29
46,15,-1.8437095200971875e-31,-3.061506061509669e-31
46,16,7.300890742477278e-33,5.46531148934999e-33
46,17,1.1636797745843016e-34,5.725803138329179e-35
46,18,-4.3015987196889165e-36,4.5353256787341786e-36
46,19,1.8605009741422173e-38,1.6505464297023507e-37
46,20,6.665422671781569e-40,7.175305330483622e-40
46,21,3.002446761261195e-41,4.1716724996192586e-41
46,22,-2.766251791873073e-45,-1.698338294217131e-42
46,23,2.6975658137531345e-44,4.529253661028669e-44
46,24,-1.7371840427886744e-45,1.8527289298989984e-47
46,25,-3.467791855821503e-48,-6.08554383590035e-48
46,26,2.534430771153294e-49,-3.6595900483872445e-49
46,27,-1.037427018141687e-50,-4.071057562589989e-52
46,28,1.2658427202528278e-52,-3.0188406980360535e-53
46,29,4.2216689574429865e-54,5.63379650578807e-54
46,30,1.6064110918525954e-55,-1.8282104316784733e-55
46,31,1.520629755947852e-57,7.988001527636707e-59
46,32,4.293563684525419e-58,5.742167735966727e-59
46,33,-7.526231198192513e-60,-2.6141392638445016e-60
46,34,1.2529993696586966e-61,2.855024499444236e-61
46,35,-7.777830435682018e-63,-2.8085917851146657e-63
46,36,-7.971864336674708e-65,2.2562161333648678e-64
46,37,-1.249198250836524e-66,-2.3925344376743696e-66
46,38,-3.626676404913478e-67,2.544341119984083e-67
46,39,-3.70907782683524e-70,-1.274970222826622e-68
46,40,5.3071076233800895e-71,7.94684932098842e-70
46,41,-2.099729893849466e-71,-1.356804446939052e-71
46,42,4.337648102553683e-73,3.8738501381070416e-76
46,43,-1.098852186202619e-74,-4.736780865158997e-75
46,44,3.345839662486007e-75,-7.863339513444673e-76
46,45,2.5294087202999486e-76,-3.284483729162381e-76
46,46,4.959825701395886e-78,-1.6100166179563004e-77
47,0,1.5329334383163127e-06,0.0
47,1,8.970835703721681e-09,1.541389712238021e-08
47,2,7.705775831694961e-10,-1.0257124747394147e-10
47,3,2.2715976184130017e-11,2.3193036539961588e-11
47,4,-1.2709328335132907e-13,-1.5624793057458306e-13
47,5,-6.381210601834035e-15,-3.524063465483576e-15
47,6,-8.563503169082657e-17,-1.0782711454888746e-16
47,7,-4.886255058021919e-18,-1.183355285542321e-18
47,8,-7.092599678434535e-20,-1.273273069191114e-20
47,9,-8.821331430146795e-22,2.3947371671521963e-21
47,10,5.999250196912555e-24,1.0458827057430083e-22
47,11,2.0456916642166619e-25,-4.278227531625369e-25
47,12,2.3663425364172507e-26,8.743279020493247e-27
47,13,-1.6973872666140222e-28,2.0154172284193946e-28
47,14,-2.0494059504648834e-30,-6.846378605875242e-30
47,15,4.6683944786222853e-32,4.375651901397623e-31
47,16,3.717720144458163e-33,8.506389034456661e-33
47,17,-1.1363855886821627e-34,-1.5377804547953749e-34
47,18,1.0684438559491071e-36,1.197193015796511e-36
47,19,6.447543208437199e-38,9.494037422461872e-39
47,20,-1.0476690622514184e-39,-7.324574091930392e-41
47,21,-1.311181752252523e-42,-1.5909007996125318e-41
47,22,1.5162665627935008e-43,4.1860027344296654e-44
47,23,-1.6254828631556626e-44,2.372625211660837e-44
47,24,9.746594953303637e-47,-6.362368607625258e-47
47,25,2.851803696947328e-49,-1.572744887989323e-48
47,26,8.4800558199967185e-50,-2.750146745603384e-50
47,27,-2.3532581006449295e-51,-7.955483658756073e-52
47,28,1.8024228668677174e-53,-1.774661055280938e-52
47,29,-2.6533240774319964e-54,-3.1188001108701528e-55
47,30,-4.0150529706538187e-56,-3.4669722178821317e-56
47,31,1.2242182640527199e-57,-4.135344959005411e-57
47,32,3.020965440449009e-59,-6.601642980581514e-59
47,33,-6.963240486224134e-60,-2.2282119591583923e-60
47,34,4.870655683923322e-63,-1.1220547653173736e-61
47,35,-7.348977430577316e-64,4.951488447525511e-66
47,36,4.803743763483039e-65,-7.703260392725252e-66
47,37,-3.123830039422866e-66,-2.461731045837687e-66
47,38,3.5686638129184563e-68,-7.017630535549289e-68
47,39,4.332668001159204e-69,-7.769334902260273e-70
47,40,-1.0818572250640571e-70,1.2822434058290651e-70
47,41,-4.122481927965995e-72,-5.807653015602095e-72
47,42,1.813605404718082e-74,9.888367100868468e-74
47,43,-3.0367286512602797e-75,4.3106550631323773e-75
47,44,5.3193959977043944e-76,-7.459239709725356e-76
47,45,1.3423732977077782e-77,3.1754570748215534e-77
47,46,1.4791078203865995e-78,1.1235477477244297e-78
47,47,6.410187545612034e-81,2.0984290609336642e-79
48,0,1.598013671609697e-07,0.0
48,1,4.751900462957156e-08,-2.3445282416184328e-08
48,2,-2.941501995309063e-10,-1.7688930731172877e-10
48,3,-1.608740221115329e-11,1.2290435309923862e-12
48,4,2.5955882948602067e-13,-5.6418214911232695e-14
48,5,1.0590148545945111e-16,-7.408666746121102e-15
48,6,1.0312505379501295e-16,4.957527568758437e-18
48,7,4.559026904987695e-18,-3.5982687953242703e-19
48,8,3.258663882173848e-20,7.067346919513698e-21
48,9,-3.2654702624785623e-22,-1.4793616100846564e-21
48,10,3.2513382782503e-23,-1.67660891748039e-25
48,11,3.6976495237535625e-25,-8.553795808066895e-25
48,12,-2.101943806673642e-26,1.6960452347008967e-26
48,13,2.452568598809195e-28,3.4174297421187325e-28
48,14,-1.9525271687105746e-30,-2.0931079600523616e-30
48,15,6.476620113474463e-32,1.4886733629320845e-31
48,16,-4.555090859041974e-33,3.349286214849587e-34
48,17,1.2935193971885631e-35,7.887153702377219e-35
48,18,2.0503327226696612e-36,1.4781587235903409e-36
48,19,-3.682750057278778e-38,-2.747032328850901e-38
48,20,-4.592835121834643e-40,-6.9422251859922245e-40
48,21,-3.311142046682909e-42,-4.740962458541065e-42
48,22,-3.7891140240242335e-43,-3.265868650709495e-43
48,23,5.1410100700102246e-45,4.669251326560633e-45
48,24,2.262663895870366e-46,-3.1208121910347905e-46
48,25,9.126060057820445e-48,4.6426257324569114e-48
48,26,-2.3293872255678136e-50,-7.481409050451609e-50
48,27,-4.812340857757384e-52,-2.445298548071636e-51
48,28,1.2288755680395142e-52,5.433954255373001e-53
48,29,3.451095780874306e-55,-9.715908850609443e-55
48,30,6.3734752464541275e-56,1.8200545197357802e-56
48,31,7.379998794300215e-58,6.964077957873224e-58
48,32,-3.7901592541934385e-59,2.0634857607971594e-59
48,33,-6.094089984686983e-61,-2.4817936779295e-60
48,34,1.4312311058586015e-62,3.669561060556067e-62
48,35,5.213918488090166e-64,1.088115551697423e-63
48,36,2.6380122279031143e-65,-2.320722656454793e-66
48,37,8.742089019078216e-67,1.2463814741460305e-66
48,38,5.958271343935603e-68,-2.7905128856209784e-68
48,39,-1.292250042142006e-69,7.69924792442111e-70
48,40,-2.503613980074598e-71,1.8409410444628935e-72
48,41,1.1440710252038022e-72,-2.2022224308630294e-73
48,42,2.4720022818235065e-74,1.305539956522102e-74
48,43,-7.455893700079733e-76,-6.232248119433471e-76
48,44,-8.444218126994279e-77,-4.0148231775128724e-77
48,45,-3.952303903157801e-79,5.381944235409678e-78
48,46,-2.5000744904449008e-79,-4.539687065138571e-79
48,47,-6.769382548378476e-81,-2.071990939275781e-81
48,48,1.6506081901524202e-81,-1.1146586868873144e-81
49,0,4.377690923764147e-08,0.0
49,1,-2.5107167549631128e-08,5.2602991114397304e-08
49,2,-6.575497439631408e-10,-6.518453944625096e-10
49,3,9.331723679611754e-12,2.204474211463512e-11
49,4,-4.1182737460374613e-13,5.627141986507581e-14
49,5,-8.612501424595997e-17,-7.9139820884129845e-16
49,6,-6.827152390156878e-17,8.997210721668615e-17
49,7,-1.0583900241736269e-18,2.364290367840935e-18
49,8,-1.24547609372213e-19,4.1344331434704586e-20
49,9,4.1598645692223205e-22,1.1248747325679305e-21
49,10,-2.457293349391576e-23,2.4663170004555158e-23
49,11,-5.91211607615366e-26,-4.750568256278798e-25
49,12,-2.2557976826094052e-27,8.377108531884136e-27
49,13,-3.681999148249281e-28,-9.52275963456575e-29
49,14,2.418881276712465e-30,-1.281180741229418e-30
49,15,-5.722585357197808e-32,6.482420038780969e-32
49,16,1.3178233554828147e-33,1.1549816601801233e-33
49,17,6.426509281251415e-35,2.6754167602176425e-35
49,18,-9.12554544140544e-37,1.1522828049576808e-36
49,19,-1.0277393823507492e-38,-1.0204770468175073e-38
49,20,-2.2534148326159546e-40,-2.572385730945491e-40
49,21,-6.479636327226405e-42,2.4342073165046934e-41
49,22,-3.2132490956121457e-43,-7.143018728236359e-44
49,23,1.299453344826665e-45,-2.8793643212341195e-45
49,24,7.222389267799072e-47,1.226303542522664e-47
49,25,-7.216633427418788e-48,3.49475448472657e-48
49,26,8.966679940618844e-51,1.4586206456093153e-50
49,27,8.069869463813446e-52,2.4807787108185187e-51
49,28,7.773116053807239e-54,-7.195516694648463e-54
49,29,-5.79684616591857e-55,-1.2086995091464571e-54
49,30,3.4191207586115342e-56,4.194287482289629e-56
49,31,-2.5374210200061294e-58,8.355183916765883e-58
49,32,-5.448200994710962e-60,7.757483126983694e-60
49,33,1.0798181219261502e-61,3.172260137995554e-61
49,34,1.3033613575990117e-62,9.270250804709277e-63
49,35,2.529398317598196e-64,5.298348690843698e-64
49,36,-8.938619763003214e-66,-4.304487131815207e-66
49,37,-3.9557369021716004e-67,-2.9445525123559704e-67
49,38,-1.8055412710696694e-69,-2.1424885705664517e-68
49,39,-3.5840445224082443e-70,-7.457493938140057e-71
49,40,4.2478037417159773e-72,-7.65288719315832e-73
49,41,2.869678933651351e-73,-7.075508024174801e-73
49,42,3.4490001075873033e-76,-1.3117391467715745e-74
49,43,-3.6462561103045244e-76,-4.115102609979935e-76
49,44,2.5579672577965356e-77,2.761691115840701e-77
49,45,2.257358406061069e-79,8.7677173232029e-81
49,46,4.104910051659507e-80,-1.7357352235921364e-80
49,47,1.3195838373998354e-81,4.056286328886664e-81
49,48,1.0226486173239333e-82,-1.1924978238876918e-82
49,49,-1.5650480401336093e-83,-6.60828044410556e-84
50,0,7.021779775412719e-08,0.0
50,1,-1.3483128235391399e-08,-3.2431155062460164e-08
50,2,4.65870116393366e-10,2.0754931203361852e-10
50,3,1.1890926171882359e-11,5.970040602961415e-12
50,4,1.0532851976084678e-13,-1.3984289694560352e-13
50,5,-1.1618969282812434e-14,-9.913364458465874e-17
50,6,3.142134177770812e-16,-5.2659599591758867e-17
50,7,3.640125387457823e-18,5.929100546042338e-19
50,8,6.127232496069851e-20,-4.361633404909045e-20
50,9,4.1893184110897596e-22,-1.68129583409584e-22
50,10,1.2826878376991996e-23,2.229662423688525e-24
50,11,-1.2907549014829412e-25,-2.8840920793421944e-25
50,12,-3.1349819500215043e-27,4.92485093465052e-28
50,13,1.4300019246591343e-28,-3.089737876760666e-31
50,14,3.426645030688943e-30,1.7189657592468183e-30
50,15,-1.0101417533724015e-31,2.4663331200270375e-32
50,16,3.6017728308516896e-34,-2.61633528533332e-35
50,17,-2.4112304044982724e-35,-4.6904456963988707e-35
50,18,-4.110771756669708e-37,-6.969916699490858e-37
50,19,8.997758574872747e-39,-1.577225197319116e-38
50,20,-3.320376118022419e-40,-1.3913200796145387e-40
50,21,2.088299349775311e-42,-2.8490405052201573e-43
50,22,2.0135951030601807e-43,-1.5588167411395127e-44
50,23,1.96458060819754e-45,-2.040494585324584e-45
50,24,6.910312456409256e-47,-5.221189904278705e-47
50,25,1.445497706047241e-48,5.432736613045899e-49
50,26,2.2394266131601144e-50,2.3772761874629996e-50
50,27,3.498172473107487e-52,5.2998455764536766e-52
50,28,-3.935512652503046e-54,-2.6958479491986396e-53
50,29,-1.9661711382943352e-55,-3.1059583064964185e-55
50,30,-8.825101269954818e-57,4.773127202313298e-57
50,31,-5.153183938607871e-58,-3.207384806964618e-58
50,32,5.741154411087268e-60,9.056014755200363e-61
50,33,-1.331239414617826e-61,9.352913167562325e-62
50,34,-2.4037492974858791e-63,-2.3299606176541758e-63
50,35,4.605845076360718e-66,9.522628159008121e-65
50,36,-4.050449196806437e-66,-1.2469315727601214e-66
50,37,1.7487397265280162e-67,5.874452237778009e-68
50,38,3.7165149442584885e-69,4.4572344356106607e-69
50,39,-1.5733391482455233e-72,4.744701363277085e-71
50,40,4.4475814328319817e-72,-2.6511237535398047e-72
50,41,3.83941699427458e-74,1.3705989518418173e-74
50,42,-1.1106726247459313e-75,1.64435503894741e-75
50,43,1.8709967114786723e-76,2.4742068873093176e-76
50,44,7.177883065555531e-78,6.923287563697617e-78
50,45,-4.1074769908694544e-79,5.76585240478181e-82
50,46,-2.160355295731954e-80,3.647442431592707e-82
50,47,-2.765748173759905e-83,1.8878443289576452e-82
50,48,2.599506684983062e-83,-7.619740259135788e-83
50,49,-4.040879309549293e-85,2.3749137785554027e-84
50,50,4.1800740938176726e-85,9.256587633074615e-86
